  ---------- Measurements R  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.03154      0.25443       0.28597      0.02437    2.5    2.47563     0.11551     1208     1208
-0.03154      0.25496       0.2865      0.02437    2.5    2.47563     0.11573     1208     1208
-0.03154      0.24664       0.27818      0.02437    2.5    2.47563     0.11237     1208     1208
-0.03154      0.03884       0.07038      0.02437    1.6205    1.59613     0.0441     1208     1208
-0.03154      0.02556       0.0571      0.02437    0.99145    0.96708     0.05905     1208     1208
-0.03154      0.04075       0.07229      0.02437    1.56861    1.54423     0.04681     1208     1208
-0.03154      0.04647       0.07801      0.02437    1.81197    1.7876     0.04364     1208     1208
-0.03154      0.04892       0.08046      0.02437    1.91201    1.88764     0.04262     1208     1208
-0.03154      0.05044       0.08198      0.02437    1.95528    1.93091     0.04246     1208     1208
-0.03154      0.0506       0.08214      0.02437    1.97222    1.94785     0.04217     1208     1208
-0.03154      0.05098       0.08252      0.02437    1.97749    1.95312     0.04225     1208     1208
-0.03154      0.05082       0.08236      0.02437    1.98077    1.9564     0.0421     1208     1208
-0.03154      0.05098       0.08252      0.02437    1.98031    1.95594     0.04219     1208     1208
-0.03154      0.0509       0.08244      0.02437    1.98054    1.95617     0.04214     1208     1208
-0.03154      0.05075       0.08229      0.02437    1.97924    1.95487     0.04209     1208     1208
-0.03154      0.05136       0.0829      0.02437    1.97848    1.95411     0.04242     1208     1208
-0.03154      0.05121       0.08275      0.02437    1.97703    1.95266     0.04238     1208     1208
-0.03154      0.05098       0.08252      0.02437    1.97787    1.9535     0.04224     1208     1208
-0.03154      0.05082       0.08236      0.02437    1.97642    1.95205     0.04219     1208     1208
-0.03154      0.05067       0.08221      0.02437    1.97657    1.9522     0.04211     1208     1208
-0.03154      0.05067       0.08221      0.02437    1.9765    1.95213     0.04211     1208     1208
-0.03154      0.0509       0.08244      0.02437    1.9752    1.95083     0.04226     1208     1208
-0.03154      0.0506       0.08214      0.02437    1.97444    1.95006     0.04212     1208     1208
-0.03154      0.05082       0.08236      0.02437    1.97451    1.95014     0.04223     1208     1208
-0.03154      0.05082       0.08236      0.02437    1.97352    1.94915     0.04226     1208     1208
-0.03154      0.05075       0.08229      0.02437    1.97321    1.94884     0.04222     1208     1208
-0.03154      0.05113       0.08267      0.02437    1.97329    1.94892     0.04242     1208     1208
-0.03154      0.05075       0.08229      0.02437    1.97268    1.94831     0.04224     1208     1208
-0.03154      0.0506       0.08214      0.02437    1.97154    1.94716     0.04218     1208     1208
-0.03154      0.0506       0.08214      0.02437    1.97253    1.94816     0.04216     1208     1208
-0.03154      0.05082       0.08236      0.02437    1.97184    1.94747     0.04229     1208     1208
-0.03154      0.05067       0.08221      0.02437    1.97207    1.9477     0.04221     1208     1208
-0.03154      0.0506       0.08214      0.02437    1.97123    1.94686     0.04219     1208     1208
-0.03154      0.0509       0.08244      0.02437    1.97245    1.94808     0.04232     1208     1208
-0.03154      0.05075       0.08229      0.02437    1.97131    1.94694     0.04227     1208     1208
