  ---------- Measurements R  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.03145      0.24763       0.27909      0.02437    2.5    2.47563     0.11273     1208     1208
-0.03145      0.25466       0.28611      0.02437    2.5    2.47563     0.11557     1208     1208
-0.03145      0.25183       0.28328      0.02437    2.5    2.47563     0.11443     1208     1208
-0.03145      0.20177       0.23322      0.02437    2.5    2.47563     0.09421     1208     1208
-0.03145      0.03632       0.06778      0.02437    1.47398    1.44961     0.04676     1208     1208
-0.03145      0.04373       0.07518      0.02437    1.67285    1.64848     0.04561     1208     1208
-0.03145      0.05685       0.08831      0.02437    2.19383    2.16946     0.0407     1208     1208
-0.03145      0.06235       0.0938      0.02437    2.41331    2.38894     0.03926     1208     1208
-0.03145      0.06464       0.09609      0.02437    2.4958    2.47143     0.03888     1208     1208
-0.03145      0.06578       0.09723      0.02437    2.49931    2.47494     0.03929     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06632       0.09777      0.02437    2.5    2.47563     0.03949     1208     1208
-0.03145      0.06632       0.09777      0.02437    2.5    2.47563     0.03949     1208     1208
-0.03145      0.06632       0.09777      0.02437    2.5    2.47563     0.03949     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06647       0.09792      0.02437    2.5    2.47563     0.03955     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06647       0.09792      0.02437    2.5    2.47563     0.03955     1208     1208
-0.03145      0.06632       0.09777      0.02437    2.5    2.47563     0.03949     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06578       0.09723      0.02437    2.5    2.47563     0.03928     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06632       0.09777      0.02437    2.5    2.47563     0.03949     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06586       0.09731      0.02437    2.5    2.47563     0.03931     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06639       0.09784      0.02437    2.5    2.47563     0.03952     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06578       0.09723      0.02437    2.5    2.47563     0.03928     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06586       0.09731      0.02437    2.5    2.47563     0.03931     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06616       0.09762      0.02437    2.5    2.47563     0.03943     1208     1208
-0.03145      0.06624       0.09769      0.02437    2.5    2.47563     0.03946     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
-0.03145      0.06609       0.09754      0.02437    2.5    2.47563     0.0394     1208     1208
-0.03145      0.06601       0.09746      0.02437    2.5    2.47563     0.03937     1208     1208
-0.03145      0.06578       0.09723      0.02437    2.5    2.47563     0.03928     1208     1208
-0.03145      0.06578       0.09723      0.02437    2.5    2.47563     0.03928     1208     1208
-0.03145      0.06593       0.09739      0.02437    2.5    2.47563     0.03934     1208     1208
