  ---------- Measurements R  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.03155      0.25313       0.28468      0.02445    2.5    2.47555     0.115     1208     1208
-0.03155      0.25466       0.2862      0.02445    2.5    2.47555     0.11561     1208     1208
-0.03155      0.24435       0.2759      0.02445    2.5    2.47555     0.11145     1208     1208
-0.03155      0.10073       0.13228      0.02445    2.5    2.47555     0.05343     1208     1208
-0.03155      0.0306       0.06215      0.02445    1.18368    1.15924     0.05361     1208     1208
-0.03155      0.04716       0.07871      0.02445    1.81006    1.78561     0.04408     1208     1208
-0.03155      0.05495       0.08649      0.02445    2.13927    2.11482     0.0409     1208     1208
-0.03155      0.05861       0.09016      0.02445    2.27755    2.2531     0.04001     1208     1208
-0.03155      0.05983       0.09138      0.02445    2.33837    2.31392     0.03949     1208     1208
-0.03155      0.06067       0.09222      0.02445    2.36279    2.33834     0.03944     1208     1208
-0.03155      0.06105       0.0926      0.02445    2.37279    2.34834     0.03943     1208     1208
-0.03155      0.06136       0.0929      0.02445    2.37767    2.35322     0.03948     1208     1208
-0.03155      0.06128       0.09283      0.02445    2.37889    2.35445     0.03943     1208     1208
-0.03155      0.0612       0.09275      0.02445    2.37859    2.35414     0.0394     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37714    2.35269     0.03933     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37798    2.35353     0.03931     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37668    2.35223     0.03933     1208     1208
-0.03155      0.0612       0.09275      0.02445    2.37637    2.35193     0.03944     1208     1208
-0.03155      0.06082       0.09237      0.02445    2.37538    2.35093     0.03929     1208     1208
-0.03155      0.06105       0.0926      0.02445    2.37477    2.35032     0.0394     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37416    2.34971     0.03938     1208     1208
-0.03155      0.0609       0.09245      0.02445    2.37408    2.34964     0.03934     1208     1208
-0.03155      0.06082       0.09237      0.02445    2.37378    2.34933     0.03932     1208     1208
-0.03155      0.06105       0.0926      0.02445    2.37286    2.34842     0.03943     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37218    2.34773     0.03941     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37279    2.34834     0.0394     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37248    2.34803     0.0394     1208     1208
-0.03155      0.06113       0.09267      0.02445    2.37187    2.34742     0.03948     1208     1208
-0.03155      0.06097       0.09252      0.02445    2.37118    2.34674     0.03943     1208     1208
