  ---------- Measurements R0 at 180.0 [mA]  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.0458      -0.048       -0.0022      0.02442    0.0264    0.00198     -1.10983     1234     1233
-0.0458      -0.04563       0.00017      0.02442    0.02419    -0.00023     -0.72131     1234     1233
-0.0458      -0.04571       9e-05      0.02442    0.0248    0.00038     0.24242     1234     1233
-0.0458      -0.03648       0.00933      0.02442    0.03434    0.00992     0.94036     1234     1233
-0.0458      0.09776       0.14356      0.02442    0.11172    0.0873     1.64448     1234     1233
-0.0458      0.17399       0.2198      0.02442    0.17651    0.15209     1.44519     1234     1233
-0.0458      0.1933       0.2391      0.02442    0.19216    0.16773     1.42551     1234     1233
-0.0458      0.19765       0.24345      0.02442    0.1962    0.17178     1.41727     1234     1233
-0.0458      0.19872       0.24452      0.02442    0.1975    0.17307     1.41282     1234     1233
-0.0458      0.19918       0.24498      0.02442    0.19757    0.17315     1.41484     1234     1233
-0.0458      0.1994       0.24521      0.02442    0.19727    0.17284     1.41866     1234     1233
-0.0458      0.19948       0.24528      0.02442    0.19742    0.173     1.41785     1234     1233
-0.0458      0.19948       0.24528      0.02442    0.1978    0.17338     1.41473     1234     1233
-0.0458      0.19963       0.24544      0.02442    0.19788    0.17345     1.41499     1234     1233
-0.0458      0.19963       0.24544      0.02442    0.19727    0.17284     1.41999     1234     1233
-0.0458      0.19963       0.24544      0.02442    0.1978    0.17338     1.41561     1234     1233
-0.0458      0.19986       0.24567      0.02442    0.19834    0.17391     1.41258     1234     1233
-0.0458      0.19979       0.24559      0.02442    0.19773    0.1733     1.41712     1234     1233
-0.0458      0.19986       0.24567      0.02442    0.19803    0.17361     1.41506     1234     1233
-0.0458      0.19971       0.24551      0.02442    0.19734    0.17292     1.4198     1234     1233
-0.0458      0.19963       0.24544      0.02442    0.19803    0.17361     1.41375     1234     1233
-0.0458      0.20009       0.24589      0.02442    0.19765    0.17323     1.4195     1234     1233
-0.0458      0.19979       0.24559      0.02442    0.19811    0.17368     1.414     1234     1233
