  ---------- Measurements R0 at 130.0 [mA]  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.04609      -0.04785       -0.00176      0.02425    0.02579    0.00154     -1.14109     1233     1233
-0.04609      -0.04647       -0.00039      0.02425    0.02457    0.00032     -1.20238     1233     1233
-0.04609      -0.04625       -0.00016      0.02425    0.02442    0.00017     -0.93182     1233     1233
-0.04609      -0.04663       -0.00054      0.02425    0.02389    -0.00037     1.46875     1233     1233
-0.04609      -0.04617       -8e-05      0.02425    0.02457    0.00032     -0.25     1233     1233
-0.04609      -0.04045       0.00564      0.02425    0.02854    0.00429     1.31584     1233     1233
-0.04609      0.03579       0.08188      0.02425    0.05792    0.03367     2.43189     1233     1233
-0.04609      0.10279       0.14888      0.02425    0.11477    0.09052     1.64471     1233     1233
-0.04609      0.13118       0.17727      0.02425    0.13942    0.11517     1.53919     1233     1233
-0.04609      0.13919       0.18528      0.02425    0.14583    0.12158     1.52395     1233     1233
-0.04609      0.14118       0.18727      0.02425    0.14805    0.12379     1.51273     1233     1233
-0.04609      0.14164       0.18773      0.02425    0.1485    0.12425     1.51084     1233     1233
-0.04609      0.14187       0.18795      0.02425    0.14896    0.12471     1.50713     1233     1233
-0.04609      0.14187       0.18795      0.02425    0.14889    0.12463     1.50805     1233     1233
-0.04609      0.14194       0.18803      0.02425    0.14873    0.12448     1.51051     1233     1233
-0.04609      0.14217       0.18826      0.02425    0.14858    0.12433     1.51421     1233     1233
-0.04609      0.14248       0.18856      0.02425    0.14866    0.1244     1.51573     1233     1233
-0.04609      0.1424       0.18849      0.02425    0.14828    0.12402     1.51978     1233     1233
-0.04609      0.14217       0.18826      0.02425    0.14858    0.12433     1.51421     1233     1233
-0.04609      0.14202       0.18811      0.02425    0.14873    0.12448     1.51113     1233     1233
-0.04609      0.14217       0.18826      0.02425    0.14904    0.12479     1.50865     1233     1233
-0.04609      0.14209       0.18818      0.02425    0.1482    0.12395     1.51826     1233     1233
-0.04609      0.1424       0.18849      0.02425    0.14866    0.1244     1.51512     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14881    0.12456     1.51204     1233     1233
-0.04609      0.1424       0.18849      0.02425    0.14843    0.12418     1.51791     1233     1233
-0.04609      0.14232       0.18841      0.02425    0.1485    0.12425     1.51637     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14873    0.12448     1.51297     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14889    0.12463     1.51111     1233     1233
-0.04609      0.14209       0.18818      0.02425    0.14873    0.12448     1.51174     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14927    0.12502     1.5065     1233     1233
-0.04609      0.14232       0.18841      0.02425    0.14858    0.12433     1.51544     1233     1233
-0.04609      0.14248       0.18856      0.02425    0.14904    0.12479     1.5111     1233     1233
-0.04609      0.14248       0.18856      0.02425    0.14881    0.12456     1.51388     1233     1233
-0.04609      0.14248       0.18856      0.02425    0.14881    0.12456     1.51388     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14889    0.12463     1.51111     1233     1233
-0.04609      0.14225       0.18834      0.02425    0.14896    0.12471     1.51019     1233     1233
-0.04609      0.14255       0.18864      0.02425    0.1485    0.12425     1.51821     1233     1233
