  ---------- Measurements R0 at 600.0 [mA]  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
0.03196      0.029       -0.00296      0.02592    0.02755    0.00163     -1.81499     1204     1201
0.03196      0.25473       0.22278      0.02592    0.32128    0.29536     0.75426     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33089    0.30497     0.755     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33158    0.30566     0.7533     1204     1201
0.03196      0.26236       0.23041      0.02592    0.33082    0.3049     0.75569     1204     1201
0.03196      0.26229       0.23033      0.02592    0.33082    0.3049     0.75544     1204     1201
0.03196      0.26213       0.23018      0.02592    0.33104    0.30512     0.75437     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33104    0.30512     0.75462     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33112    0.3052     0.75444     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33074    0.30482     0.75538     1204     1201
0.03196      0.26213       0.23018      0.02592    0.33036    0.30444     0.75608     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33089    0.30497     0.755     1204     1201
0.03196      0.26213       0.23018      0.02592    0.33059    0.30467     0.75551     1204     1201
0.03196      0.26229       0.23033      0.02592    0.33112    0.3052     0.75469     1204     1201
0.03196      0.26206       0.2301      0.02592    0.33028    0.30436     0.75601     1204     1201
0.03196      0.26252       0.23056      0.02592    0.33089    0.30497     0.756     1204     1201
0.03196      0.26213       0.23018      0.02592    0.33059    0.30467     0.75551     1204     1201
0.03196      0.26221       0.23025      0.02592    0.33043    0.30451     0.75614     1204     1201
0.03196      0.26236       0.23041      0.02592    0.33074    0.30482     0.75588     1204     1201
0.03196      0.26244       0.23048      0.02592    0.33059    0.30467     0.75651     1204     1201
0.03196      0.26252       0.23056      0.02592    0.33059    0.30467     0.75676     1204     1201
0.03196      0.26259       0.23064      0.02592    0.33074    0.30482     0.75663     1204     1201
0.03196      0.26252       0.23056      0.02592    0.3302    0.30428     0.75771     1204     1201
0.03196      0.26259       0.23064      0.02592    0.33097    0.30505     0.75606     1204     1201
0.03196      0.26252       0.23056      0.02592    0.33005    0.30413     0.75809     1204     1201
0.03196      0.26274       0.23079      0.02592    0.32998    0.30406     0.75903     1204     1201
0.03196      0.26252       0.23056      0.02592    0.32959    0.30367     0.75923     1204     1201
0.03196      0.26259       0.23064      0.02592    0.33013    0.30421     0.75815     1204     1201
0.03196      0.26252       0.23056      0.02592    0.33036    0.30444     0.75733     1204     1201
0.03196      0.26244       0.23048      0.02592    0.33036    0.30444     0.75708     1204     1201
0.03196      0.26244       0.23048      0.02592    0.32998    0.30406     0.75803     1204     1201
0.03196      0.26259       0.23064      0.02592    0.33074    0.30482     0.75663     1204     1201
0.03196      0.2629       0.23094      0.02592    0.32982    0.3039     0.75992     1204     1201
0.03196      0.2632       0.23125      0.02592    0.33028    0.30436     0.75978     1204     1201
0.03196      0.26282       0.23086      0.02592    0.33036    0.30444     0.75833     1204     1201
0.03196      0.26282       0.23086      0.02592    0.33028    0.30436     0.75852     1204     1201
0.03196      0.2632       0.23125      0.02592    0.3302    0.30428     0.75997     1204     1201
0.03196      0.2629       0.23094      0.02592    0.3299    0.30398     0.75972     1204     1201
0.03196      0.26297       0.23102      0.02592    0.33059    0.30467     0.75826     1204     1201
0.03196      0.2629       0.23094      0.02592    0.32998    0.30406     0.75953     1204     1201
0.03196      0.26297       0.23102      0.02592    0.33043    0.30451     0.75864     1204     1201
0.03196      0.26297       0.23102      0.02592    0.33005    0.30413     0.75959     1204     1201
0.03196      0.26313       0.23117      0.02592    0.3302    0.30428     0.75972     1204     1201
0.03196      0.26305       0.23109      0.02592    0.33013    0.30421     0.75965     1204     1201
0.03196      0.26313       0.23117      0.02592    0.33051    0.30459     0.75895     1204     1201
0.03196      0.2632       0.23125      0.02592    0.32952    0.3036     0.76169     1204     1201
0.03196      0.26305       0.23109      0.02592    0.32998    0.30406     0.76004     1204     1201
0.03196      0.2632       0.23125      0.02592    0.32998    0.30406     0.76054     1204     1201
0.03196      0.26343       0.23148      0.02592    0.32982    0.3039     0.76167     1204     1201
0.03196      0.26328       0.23132      0.02592    0.32952    0.3036     0.76194     1204     1201
0.03196      0.26343       0.23148      0.02592    0.32982    0.3039     0.76167     1204     1201
0.03196      0.2632       0.23125      0.02592    0.3302    0.30428     0.75997     1204     1201
0.03196      0.26328       0.23132      0.02592    0.32998    0.30406     0.76079     1204     1201
0.03196      0.26351       0.23155      0.02592    0.33036    0.30444     0.76059     1204     1201
0.03196      0.2632       0.23125      0.02592    0.32998    0.30406     0.76054     1204     1201
0.03196      0.26343       0.23148      0.02592    0.33028    0.30436     0.76053     1204     1201
0.03196      0.26381       0.23186      0.02592    0.32998    0.30406     0.76255     1204     1201
0.03196      0.26335       0.2314      0.02592    0.32952    0.3036     0.76219     1204     1201
0.03196      0.2632       0.23125      0.02592    0.3302    0.30428     0.75997     1204     1201
0.03196      0.26335       0.2314      0.02592    0.32998    0.30406     0.76104     1204     1201
0.03196      0.26351       0.23155      0.02592    0.3299    0.30398     0.76173     1204     1201
0.03196      0.26366       0.2317      0.02592    0.32982    0.3039     0.76243     1204     1201
0.03196      0.26389       0.23193      0.02592    0.32998    0.30406     0.7628     1204     1201
0.03196      0.26366       0.2317      0.02592    0.3302    0.30428     0.76147     1204     1201
0.03196      0.26374       0.23178      0.02592    0.32975    0.30383     0.76287     1204     1201
0.03196      0.26389       0.23193      0.02592    0.32982    0.3039     0.76318     1204     1201
0.03196      0.26381       0.23186      0.02592    0.32982    0.3039     0.76293     1204     1201
0.03196      0.26366       0.2317      0.02592    0.32959    0.30367     0.763     1204     1201
0.03196      0.26381       0.23186      0.02592    0.32959    0.30367     0.7635     1204     1201
0.03196      0.26389       0.23193      0.02592    0.32982    0.3039     0.76318     1204     1201
0.03196      0.26412       0.23216      0.02592    0.32982    0.3039     0.76393     1204     1201
0.03196      0.26397       0.23201      0.02592    0.33005    0.30413     0.76286     1204     1201
0.03196      0.26419       0.23224      0.02592    0.32959    0.30367     0.76476     1204     1201
0.03196      0.26412       0.23216      0.02592    0.32952    0.3036     0.7647     1204     1201
0.03196      0.26419       0.23224      0.02592    0.3299    0.30398     0.76399     1204     1201
0.03196      0.26389       0.23193      0.02592    0.33036    0.30444     0.76184     1204     1201
0.03196      0.26389       0.23193      0.02592    0.32944    0.30352     0.76414     1204     1201
0.03196      0.26397       0.23201      0.02592    0.32944    0.30352     0.76439     1204     1201
0.03196      0.26412       0.23216      0.02592    0.3302    0.30428     0.76298     1204     1201
0.03196      0.26404       0.23209      0.02592    0.32967    0.30375     0.76407     1204     1201
0.03196      0.26427       0.23231      0.02592    0.32929    0.30337     0.76578     1204     1201
0.03196      0.26427       0.23231      0.02592    0.32982    0.3039     0.76444     1204     1201
0.03196      0.26404       0.23209      0.02592    0.33005    0.30413     0.76311     1204     1201
0.03196      0.26442       0.23247      0.02592    0.3299    0.30398     0.76475     1204     1201
0.03196      0.26412       0.23216      0.02592    0.32952    0.3036     0.7647     1204     1201
0.03196      0.26442       0.23247      0.02592    0.32967    0.30375     0.76532     1204     1201
0.03196      0.26435       0.23239      0.02592    0.32937    0.30345     0.76584     1204     1201
0.03196      0.26435       0.23239      0.02592    0.3299    0.30398     0.76449     1204     1201
0.03196      0.26435       0.23239      0.02592    0.32998    0.30406     0.7643     1204     1201
0.03196      0.26442       0.23247      0.02592    0.32944    0.30352     0.7659     1204     1201
0.03196      0.26473       0.23277      0.02592    0.32975    0.30383     0.76613     1204     1201
0.03196      0.26412       0.23216      0.02592    0.32891    0.30299     0.76624     1204     1201
0.03196      0.26458       0.23262      0.02592    0.32944    0.30352     0.7664     1204     1201
0.03196      0.26458       0.23262      0.02592    0.32952    0.3036     0.76621     1204     1201
0.03196      0.26465       0.2327      0.02592    0.3299    0.30398     0.7655     1204     1201
0.03196      0.26458       0.23262      0.02592    0.32944    0.30352     0.7664     1204     1201
0.03196      0.26442       0.23247      0.02592    0.32937    0.30345     0.76609     1204     1201
0.03196      0.26465       0.2327      0.02592    0.32929    0.30337     0.76704     1204     1201
0.03196      0.26465       0.2327      0.02592    0.32959    0.30367     0.76627     1204     1201
0.03196      0.26458       0.23262      0.02592    0.32891    0.30299     0.76775     1204     1201
0.03196      0.26458       0.23262      0.02592    0.32914    0.30322     0.76717     1204     1201
0.03196      0.26496       0.233      0.02592    0.32929    0.30337     0.76805     1204     1201
0.03196      0.26488       0.23293      0.02592    0.32982    0.3039     0.76644     1204     1201
0.03196      0.2648       0.23285      0.02592    0.32921    0.30329     0.76774     1204     1201
0.03196      0.26496       0.233      0.02592    0.32929    0.30337     0.76805     1204     1201
0.03196      0.26488       0.23293      0.02592    0.32975    0.30383     0.76664     1204     1201
0.03196      0.2648       0.23285      0.02592    0.32937    0.30345     0.76735     1204     1201
0.03196      0.26503       0.23308      0.02592    0.3286    0.30268     0.77004     1204     1201
0.03196      0.26503       0.23308      0.02592    0.32921    0.30329     0.76849     1204     1201
0.03196      0.26488       0.23293      0.02592    0.32967    0.30375     0.76683     1204     1201
0.03196      0.26503       0.23308      0.02592    0.32914    0.30322     0.76868     1204     1201
0.03196      0.26496       0.233      0.02592    0.32914    0.30322     0.76843     1204     1201
0.03196      0.26511       0.23315      0.02592    0.32921    0.30329     0.76874     1204     1201
0.03196      0.26519       0.23323      0.02592    0.32959    0.30367     0.76803     1204     1201
0.03196      0.26526       0.23331      0.02592    0.32868    0.30276     0.7706     1204     1201
0.03196      0.26503       0.23308      0.02592    0.32883    0.30291     0.76946     1204     1201
0.03196      0.26526       0.23331      0.02592    0.32944    0.30352     0.76867     1204     1201
0.03196      0.26549       0.23354      0.02592    0.32952    0.3036     0.76923     1204     1201
0.03196      0.26534       0.23338      0.02592    0.32914    0.30322     0.76969     1204     1201
0.03196      0.26526       0.23331      0.02592    0.32898    0.30306     0.76983     1204     1201
0.03196      0.26557       0.23361      0.02592    0.32875    0.30284     0.77142     1204     1201
0.03196      0.26526       0.23331      0.02592    0.32914    0.30322     0.76944     1204     1201
0.03196      0.26534       0.23338      0.02592    0.32967    0.30375     0.76834     1204     1201
0.03196      0.26534       0.23338      0.02592    0.32837    0.30245     0.77163     1204     1201
0.03196      0.26534       0.23338      0.02592    0.32898    0.30306     0.77008     1204     1201
0.03196      0.26564       0.23369      0.02592    0.32906    0.30314     0.77089     1204     1201
0.03196      0.26549       0.23354      0.02592    0.32898    0.30306     0.77058     1204     1201
0.03196      0.26557       0.23361      0.02592    0.32921    0.30329     0.77025     1204     1201
0.03196      0.26557       0.23361      0.02592    0.32906    0.30314     0.77064     1204     1201
0.03196      0.26542       0.23346      0.02592    0.32891    0.30299     0.77052     1204     1201
0.03196      0.26557       0.23361      0.02592    0.32875    0.30284     0.77142     1204     1201
0.03196      0.26549       0.23354      0.02592    0.32906    0.30314     0.77039     1204     1201
0.03196      0.2658       0.23384      0.02592    0.32944    0.30352     0.77043     1204     1201
0.03196      0.2658       0.23384      0.02592    0.32891    0.30299     0.77178     1204     1201
0.03196      0.26542       0.23346      0.02592    0.32868    0.30276     0.77111     1204     1201
0.03196      0.26564       0.23369      0.02592    0.32898    0.30306     0.77109     1204     1201
0.03196      0.26557       0.23361      0.02592    0.32875    0.30284     0.77142     1204     1201
0.03196      0.26572       0.23376      0.02592    0.3286    0.30268     0.77231     1204     1201
0.03196      0.26549       0.23354      0.02592    0.32875    0.30284     0.77116     1204     1201
0.03196      0.2658       0.23384      0.02592    0.32883    0.30291     0.77198     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32875    0.30284     0.77242     1204     1201
0.03196      0.2658       0.23384      0.02592    0.32906    0.30314     0.77139     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32837    0.30245     0.7734     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32914    0.30322     0.77145     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32906    0.30314     0.77165     1204     1201
0.03196      0.26595       0.23399      0.02592    0.32914    0.30322     0.7717     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32883    0.30291     0.77223     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32883    0.30291     0.77223     1204     1201
0.03196      0.26587       0.23392      0.02592    0.32837    0.30245     0.7734     1204     1201
0.03196      0.2661       0.23415      0.02592    0.32906    0.30314     0.7724     1204     1201
0.03196      0.2661       0.23415      0.02592    0.32898    0.30306     0.7726     1204     1201
0.03196      0.26595       0.23399      0.02592    0.32929    0.30337     0.77132     1204     1201
0.03196      0.26603       0.23407      0.02592    0.32837    0.30245     0.7739     1204     1201
0.03196      0.26595       0.23399      0.02592    0.32891    0.30299     0.77229     1204     1201
0.03196      0.26618       0.23422      0.02592    0.32906    0.30314     0.77265     1204     1201
0.03196      0.26633       0.23438      0.02592    0.32868    0.30276     0.77413     1204     1201
0.03196      0.26618       0.23422      0.02592    0.3286    0.30268     0.77382     1204     1201
0.03196      0.26633       0.23438      0.02592    0.32891    0.30299     0.77355     1204     1201
0.03196      0.2661       0.23415      0.02592    0.32929    0.30337     0.77182     1204     1201
0.03196      0.26625       0.2343      0.02592    0.32898    0.30306     0.7731     1204     1201
0.03196      0.26656       0.2346      0.02592    0.32883    0.30291     0.7745     1204     1201
0.03196      0.26625       0.2343      0.02592    0.32891    0.30299     0.77329     1204     1201
0.03196      0.26656       0.2346      0.02592    0.32853    0.30261     0.77528     1204     1201
0.03196      0.26641       0.23445      0.02592    0.32914    0.30322     0.77321     1204     1201
0.03196      0.26648       0.23453      0.02592    0.32868    0.30276     0.77464     1204     1201
0.03196      0.26648       0.23453      0.02592    0.32883    0.30291     0.77425     1204     1201
0.03196      0.26625       0.2343      0.02592    0.3286    0.30268     0.77407     1204     1201
0.03196      0.26625       0.2343      0.02592    0.32853    0.30261     0.77427     1204     1201
0.03196      0.26671       0.23476      0.02592    0.3286    0.30268     0.77559     1204     1201
0.03196      0.26656       0.2346      0.02592    0.32837    0.30245     0.77567     1204     1201
0.03196      0.26702       0.23506      0.02592    0.32845    0.30253     0.77699     1204     1201
0.03196      0.26656       0.2346      0.02592    0.32875    0.30284     0.77469     1204     1201
0.03196      0.26671       0.23476      0.02592    0.3286    0.30268     0.77559     1204     1201
0.03196      0.26671       0.23476      0.02592    0.32853    0.30261     0.77578     1204     1201
0.03196      0.26679       0.23483      0.02592    0.32853    0.30261     0.77603     1204     1201
0.03196      0.26664       0.23468      0.02592    0.32845    0.30253     0.77573     1204     1201
0.03196      0.26679       0.23483      0.02592    0.32853    0.30261     0.77603     1204     1201
0.03196      0.26694       0.23499      0.02592    0.32891    0.30299     0.77556     1204     1201
0.03196      0.26694       0.23499      0.02592    0.32837    0.30245     0.77693     1204     1201
0.03196      0.26694       0.23499      0.02592    0.32845    0.30253     0.77674     1204     1201
0.03196      0.26679       0.23483      0.02592    0.32845    0.30253     0.77623     1204     1201
0.03196      0.26687       0.23491      0.02592    0.32837    0.30245     0.77668     1204     1201
0.03196      0.26702       0.23506      0.02592    0.32845    0.30253     0.77699     1204     1201
0.03196      0.26687       0.23491      0.02592    0.32837    0.30245     0.77668     1204     1201
0.03196      0.26687       0.23491      0.02592    0.3286    0.30268     0.77609     1204     1201
0.03196      0.26709       0.23514      0.02592    0.32853    0.30261     0.77704     1204     1201
0.03196      0.26679       0.23483      0.02592    0.32845    0.30253     0.77623     1204     1201
0.03196      0.26709       0.23514      0.02592    0.32853    0.30261     0.77704     1204     1201
0.03196      0.26709       0.23514      0.02592    0.32807    0.30215     0.77822     1204     1201
0.03196      0.26709       0.23514      0.02592    0.32822    0.3023     0.77783     1204     1201
0.03196      0.26725       0.23529      0.02592    0.32822    0.3023     0.77833     1204     1201
0.03196      0.26717       0.23521      0.02592    0.32822    0.3023     0.77808     1204     1201
0.03196      0.2674       0.23544      0.02592    0.32837    0.30245     0.77845     1204     1201
0.03196      0.26732       0.23537      0.02592    0.32853    0.30261     0.7778     1204     1201
0.03196      0.26725       0.23529      0.02592    0.32814    0.30222     0.77853     1204     1201
0.03196      0.26732       0.23537      0.02592    0.32792    0.302     0.77937     1204     1201
0.03196      0.26748       0.23552      0.02592    0.32807    0.30215     0.77948     1204     1201
0.03196      0.26748       0.23552      0.02592    0.32807    0.30215     0.77948     1204     1201
0.03196      0.26763       0.23567      0.02592    0.3283    0.30238     0.7794     1204     1201
0.03196      0.26748       0.23552      0.02592    0.3283    0.30238     0.77889     1204     1201
0.03196      0.2677       0.23575      0.02592    0.32845    0.30253     0.77926     1204     1201
0.03196      0.26763       0.23567      0.02592    0.3283    0.30238     0.7794     1204     1201
0.03196      0.26778       0.23582      0.02592    0.32769    0.30177     0.78148     1204     1201
0.03196      0.2677       0.23575      0.02592    0.32822    0.3023     0.77985     1204     1201
0.03196      0.26763       0.23567      0.02592    0.32799    0.30207     0.78019     1204     1201
0.03196      0.26786       0.2359      0.02592    0.32814    0.30222     0.78055     1204     1201
0.03196      0.2677       0.23575      0.02592    0.3283    0.30238     0.77965     1204     1201
0.03196      0.26793       0.23598      0.02592    0.32807    0.30215     0.781     1204     1201
