  ---------- Measurements R0 at 150.0 [mA]  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.03133      -0.03396       -0.00263      0.02488    0.02648    0.0016     -1.64439     1203     1202
-0.03133      -0.03136       -3e-05      0.02488    0.02473    -0.00016     0.21951     1203     1202
-0.03133      -0.03182       -0.00049      0.02488    0.02457    -0.00031     1.59259     1203     1202
-0.03133      -0.03136       -3e-05      0.02488    0.02511    0.00023     -0.15254     1203     1202
-0.03133      0.01137       0.0427      0.02488    0.0335    0.00862     4.95396     1203     1202
-0.03133      0.10218       0.13351      0.02488    0.09531    0.07043     1.89561     1203     1202
-0.03133      0.18727       0.2186      0.02488    0.15339    0.12851     1.70109     1203     1202
-0.03133      0.20543       0.23676      0.02488    0.16598    0.1411     1.67801     1203     1202
-0.03133      0.20871       0.24005      0.02488    0.16796    0.14308     1.67767     1203     1202
-0.03133      0.20917       0.2405      0.02488    0.16804    0.14316     1.67998     1203     1202
-0.03133      0.20917       0.2405      0.02488    0.16842    0.14354     1.67551     1203     1202
-0.03133      0.20925       0.24058      0.02488    0.1688    0.14392     1.6716     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.16842    0.14354     1.67764     1203     1202
-0.03133      0.20955       0.24088      0.02488    0.16835    0.14346     1.67906     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.16903    0.14415     1.67053     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.16835    0.14346     1.67853     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16819    0.14331     1.68138     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.16911    0.14423     1.66965     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16827    0.14339     1.68102     1203     1202
-0.03133      0.2094       0.24073      0.02488    0.16903    0.14415     1.67     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16888    0.144     1.67336     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16873    0.14385     1.67514     1203     1202
-0.03133      0.20955       0.24088      0.02488    0.16842    0.14354     1.67817     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1685    0.14362     1.67887     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.1685    0.14362     1.67834     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16865    0.14377     1.67656     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16819    0.14331     1.68191     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16903    0.14415     1.67159     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16903    0.14415     1.67265     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16857    0.14369     1.67692     1203     1202
-0.03133      0.20955       0.24088      0.02488    0.16796    0.14308     1.68354     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1685    0.14362     1.67887     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16857    0.14369     1.67851     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16857    0.14369     1.67745     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.1688    0.14392     1.67425     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.1688    0.14392     1.67478     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16835    0.14346     1.68066     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.1685    0.14362     1.67674     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16873    0.14385     1.67514     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16873    0.14385     1.67514     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1688    0.14392     1.67531     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16873    0.14385     1.67673     1203     1202
-0.03133      0.20955       0.24088      0.02488    0.16819    0.14331     1.68085     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16827    0.14339     1.68155     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16819    0.14331     1.68138     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16842    0.14354     1.6787     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16865    0.14377     1.67656     1203     1202
-0.03133      0.20948       0.24081      0.02488    0.16827    0.14339     1.67942     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16857    0.14369     1.67692     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16819    0.14331     1.68191     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16827    0.14339     1.68262     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16827    0.14339     1.68262     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16903    0.14415     1.67212     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16903    0.14415     1.67212     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16865    0.14377     1.67762     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16865    0.14377     1.67656     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16827    0.14339     1.68049     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16873    0.14385     1.67567     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16911    0.14423     1.67388     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16804    0.14316     1.68477     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1688    0.14392     1.67531     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16918    0.1443     1.67035     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16857    0.14369     1.67798     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.16857    0.14369     1.67957     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16865    0.14377     1.67815     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16888    0.144     1.67442     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16827    0.14339     1.68102     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16842    0.14354     1.68083     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.1685    0.14362     1.67993     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16827    0.14339     1.68262     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16888    0.144     1.67548     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16865    0.14377     1.67762     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16819    0.14331     1.68351     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1688    0.14392     1.67531     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16888    0.144     1.67495     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.16873    0.14385     1.67779     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16857    0.14369     1.67851     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.1685    0.14362     1.6794     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16903    0.14415     1.67265     1203     1202
-0.03133      0.21016       0.24149      0.02488    0.1685    0.14362     1.68153     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16873    0.14385     1.67673     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16819    0.14331     1.68138     1203     1202
-0.03133      0.21016       0.24149      0.02488    0.16873    0.14385     1.67885     1203     1202
-0.03133      0.20963       0.24096      0.02488    0.16842    0.14354     1.6787     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16857    0.14369     1.67798     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16903    0.14415     1.67212     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.1688    0.14392     1.67637     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.16857    0.14369     1.67957     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16857    0.14369     1.67904     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16857    0.14369     1.6801     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16842    0.14354     1.67976     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.1688    0.14392     1.67531     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16842    0.14354     1.68029     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16865    0.14377     1.67762     1203     1202
-0.03133      0.20971       0.24104      0.02488    0.16865    0.14377     1.67656     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16819    0.14331     1.68351     1203     1202
-0.03133      0.21016       0.24149      0.02488    0.16911    0.14423     1.67441     1203     1202
-0.03133      0.21032       0.24165      0.02488    0.16835    0.14346     1.68438     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16865    0.14377     1.67815     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16819    0.14331     1.68351     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.1685    0.14362     1.68046     1203     1202
-0.03133      0.20986       0.24119      0.02488    0.16857    0.14369     1.67851     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16873    0.14385     1.67832     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.16873    0.14385     1.67779     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16911    0.14423     1.67388     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.16903    0.14415     1.67424     1203     1202
-0.03133      0.21024       0.24157      0.02488    0.16865    0.14377     1.68027     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16842    0.14354     1.68083     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16918    0.1443     1.67194     1203     1202
-0.03133      0.20994       0.24127      0.02488    0.16827    0.14339     1.68262     1203     1202
-0.03133      0.21016       0.24149      0.02488    0.16865    0.14377     1.67974     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16865    0.14377     1.67921     1203     1202
-0.03133      0.20978       0.24111      0.02488    0.16888    0.144     1.67442     1203     1202
-0.03133      0.21009       0.24142      0.02488    0.16873    0.14385     1.67832     1203     1202
-0.03133      0.21001       0.24134      0.02488    0.1685    0.14362     1.68046     1203     1202
