  ---------- Measurements R0 at 420.0 [mA]  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
-0.03055      -0.03335       -0.0028     0.02416    0.0261    0.00194     -1.44204     1186     1186
-0.03055      -0.02732       0.00323     0.02416    0.05907    0.03491     0.09247     1186     1186
-0.03055      0.00878       0.03932     0.02416    0.34791    0.32375     0.12146     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.35691    0.33276     0.12093     1186     1186
-0.03055      0.01       0.04054     0.02416    0.36065    0.3365     0.12049     1186     1186
-0.03055      0.00954       0.04009     0.02416    0.36081    0.33665     0.11908     1186     1186
-0.03055      0.00984       0.04039     0.02416    0.36126    0.33711     0.11982     1186     1186
-0.03055      0.00923       0.03978     0.02416    0.36073    0.33657     0.1182     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36058    0.33642     0.11984     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36134    0.33718     0.11934     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36096    0.3368     0.1197     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36126    0.33711     0.11959     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.36111    0.33695     0.1192     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36065    0.3365     0.11981     1186     1186
-0.03055      0.00984       0.04039     0.02416    0.36081    0.33665     0.11998     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36103    0.33688     0.11968     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.3605    0.33634     0.11964     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.36081    0.33665     0.1193     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.36042    0.33627     0.11944     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36111    0.33695     0.11942     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36073    0.33657     0.11956     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.3605    0.33634     0.11987     1186     1186
-0.03055      0.00984       0.04039     0.02416    0.36081    0.33665     0.11998     1186     1186
-0.03055      0.00939       0.03993     0.02416    0.36065    0.3365     0.11868     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36103    0.33688     0.11968     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.3605    0.33634     0.11941     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.36073    0.33657     0.11933     1186     1186
-0.03055      0.00954       0.04009     0.02416    0.36081    0.33665     0.11908     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36088    0.33673     0.1195     1186     1186
-0.03055      0.00954       0.04009     0.02416    0.36058    0.33642     0.11916     1186     1186
-0.03055      0.00954       0.04009     0.02416    0.36027    0.33611     0.11927     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36042    0.33627     0.11967     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.35958    0.33543     0.11974     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.3602    0.33604     0.11952     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.3602    0.33604     0.11997     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.36065    0.3365     0.11981     1186     1186
-0.03055      0.00977       0.04032     0.02416    0.3602    0.33604     0.11997     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36042    0.33627     0.11967     1186     1186
-0.03055      0.01       0.04054     0.02416    0.36004    0.33589     0.12071     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36065    0.3365     0.11958     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.3605    0.33634     0.11964     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36027    0.33611     0.11972     1186     1186
-0.03055      0.00984       0.04039     0.02416    0.3602    0.33604     0.1202     1186     1186
-0.03055      0.00992       0.04047     0.02416    0.35997    0.33581     0.12051     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.35958    0.33543     0.11974     1186     1186
-0.03055      0.00992       0.04047     0.02416    0.3602    0.33604     0.12043     1186     1186
-0.03055      0.00984       0.04039     0.02416    0.35966    0.3355     0.12039     1186     1186
-0.03055      0.00954       0.04009     0.02416    0.36058    0.33642     0.11916     1186     1186
-0.03055      0.00969       0.04024     0.02416    0.36004    0.33589     0.1198     1186     1186
-0.03055      0.00962       0.04016     0.02416    0.36004    0.33589     0.11957     1186     1186
