  ---------- Measurements R  ---------- 
      Vzero [V]    Vmeas [V]    V [V]    Izero[mA]     Imeas [mA]      I [mA]         R0 [Ohm]      T1[Np]      T2[Np]  
0.00287      -0.26404       -0.26691      -0.01915    0.22642    0.24557     -1.0869     518     355
0.00287      -0.01358       -0.01646      -0.01915    -0.00588    0.01328     -1.23937     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00672    0.01244     -1.31074     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00588    0.01328     -1.21638     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00565    0.01351     -1.20141     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00649    0.01267     -1.29307     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00649    0.01267     -1.28102     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00481    0.01435     -1.12048     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00687    0.01229     -1.3146     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00557    0.01358     -1.18343     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00572    0.01343     -1.20824     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00534    0.01381     -1.18591     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00618    0.01297     -1.23912     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00611    0.01305     -1.22602     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00679    0.01236     -1.33117     1275     1282
0.00287      -0.01305       -0.01592      -0.01915    -0.00611    0.01305     -1.22018     1275     1282
0.00287      -0.01305       -0.01592      -0.01915    -0.00641    0.01274     -1.2494     1275     1282
0.00287      -0.01305       -0.01592      -0.01915    -0.00611    0.01305     -1.22018     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00633    0.01282     -1.26577     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00519    0.01397     -1.14563     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00618    0.01297     -1.23912     1275     1282
0.00287      -0.01381       -0.01669      -0.01915    -0.00504    0.01412     -1.18189     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00565    0.01351     -1.19011     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00649    0.01267     -1.29307     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00565    0.01351     -1.18446     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00588    0.01328     -1.22213     1275     1282
0.00287      -0.01374       -0.01661      -0.01915    -0.00603    0.01313     -1.26541     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00618    0.01297     -1.25676     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00702    0.01213     -1.35629     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00557    0.01358     -1.18904     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00565    0.01351     -1.19576     1275     1282
0.00287      -0.01305       -0.01592      -0.01915    -0.00641    0.01274     -1.2494     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00557    0.01358     -1.21152     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00687    0.01229     -1.3146     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00633    0.01282     -1.27173     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00595    0.0132     -1.22919     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00656    0.01259     -1.30697     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00603    0.01313     -1.24215     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00656    0.01259     -1.28273     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00527    0.01389     -1.15742     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00588    0.01328     -1.23362     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00572    0.01343     -1.22528     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00542    0.01374     -1.18139     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.0058    0.01335     -1.22086     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00588    0.01328     -1.20489     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00649    0.01267     -1.28102     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.0058    0.01335     -1.22086     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00702    0.01213     -1.34371     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00611    0.01305     -1.25526     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00527    0.01389     -1.15742     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00664    0.01252     -1.27835     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00611    0.01305     -1.24942     1275     1282
0.00287      -0.01313       -0.016      -0.01915    -0.00626    0.0129     -1.24053     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00633    0.01282     -1.25387     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00611    0.01305     -1.23187     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00656    0.01259     -1.29485     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00649    0.01267     -1.275     1275     1282
0.00287      -0.01381       -0.01669      -0.01915    -0.00672    0.01244     -1.34141     1275     1282
0.00287      -0.01374       -0.01661      -0.01915    -0.00633    0.01282     -1.29554     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00511    0.01404     -1.15571     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00549    0.01366     -1.20475     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00588    0.01328     -1.22787     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00603    0.01313     -1.23052     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00649    0.01267     -1.29307     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00611    0.01305     -1.25526     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00618    0.01297     -1.245     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00542    0.01374     -1.17028     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00595    0.0132     -1.22341     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00725    0.0119     -1.35032     1275     1282
0.00287      -0.01374       -0.01661      -0.01915    -0.00588    0.01328     -1.25086     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00603    0.01313     -1.24215     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00626    0.0129     -1.27012     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00626    0.0129     -1.25237     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00649    0.01267     -1.26898     1275     1282
0.00287      -0.01374       -0.01661      -0.01915    -0.00549    0.01366     -1.21592     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00595    0.0132     -1.21763     1275     1282
0.00287      -0.01335       -0.01623      -0.01915    -0.00473    0.01442     -1.12513     1275     1282
0.00287      -0.01366       -0.01653      -0.01915    -0.00588    0.01328     -1.24511     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00611    0.01305     -1.23772     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00633    0.01282     -1.25387     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00588    0.01328     -1.21063     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00488    0.01427     -1.14786     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00572    0.01343     -1.19688     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00649    0.01267     -1.29307     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00626    0.0129     -1.25237     1275     1282
0.00287      -0.01366       -0.01653      -0.01915    -0.00618    0.01297     -1.27441     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00626    0.0129     -1.27012     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00611    0.01305     -1.23187     1275     1282
0.00287      -0.01358       -0.01646      -0.01915    -0.00481    0.01435     -1.14707     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00565    0.01351     -1.19011     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00603    0.01313     -1.24215     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00565    0.01351     -1.21271     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00626    0.0129     -1.24645     1275     1282
0.00287      -0.01351       -0.01638      -0.01915    -0.00488    0.01427     -1.14786     1275     1282
0.00287      -0.01381       -0.01669      -0.01915    -0.00595    0.0132     -1.26387     1275     1282
0.00287      -0.01343       -0.0163      -0.01915    -0.00603    0.01313     -1.24215     1275     1282
0.00287      -0.01282       -0.01569      -0.01915    -0.00641    0.01274     -1.23144     1275     1282
0.00287      -0.0132       -0.01608      -0.01915    -0.00519    0.01397     -1.15109     1275     1282
0.00287      -0.01374       -0.01661      -0.01915    -0.00519    0.01397     -1.18934     1275     1282
0.00287      -0.01328       -0.01615      -0.01915    -0.00641    0.01274     -1.26737     1275     1282
0.00287      -0.2052       -0.20808      -0.01915    0.64385    0.663     -0.31384     1275     1282
0.00287      -0.20711       -0.20999      -0.01915    0.64889    0.66804     -0.31433     1275     1282
0.00287      -0.2062       -0.20907      -0.01915    0.64675    0.6659     -0.31396     1275     1282
0.00287      -0.20574       -0.20861      -0.01915    0.64438    0.66354     -0.31439     1275     1282
0.00287      -0.2062       -0.20907      -0.01915    0.64415    0.66331     -0.31519     1275     1282
0.00287      -0.20696       -0.20983      -0.01915    0.64637    0.66552     -0.31529     1275     1282
0.00287      -0.20849       -0.21136      -0.01915    0.65018    0.66934     -0.31577     1275     1282
0.00287      -0.20772       -0.2106      -0.01915    0.64713    0.66629     -0.31607     1275     1282
0.00287      -0.20742       -0.21029      -0.01915    0.64469    0.66384     -0.31678     1275     1282
0.00287      -0.20734       -0.21021      -0.01915    0.64499    0.66415     -0.31652     1275     1282
0.00287      -0.20849       -0.21136      -0.01915    0.64797    0.66712     -0.31682     1275     1282
0.00287      -0.20826       -0.21113      -0.01915    0.64568    0.66484     -0.31757     1275     1282
0.00287      -0.20955       -0.21243      -0.01915    0.65018    0.66934     -0.31737     1275     1282
0.00287      -0.20963       -0.2125      -0.01915    0.6485    0.66766     -0.31828     1275     1282
0.00287      -0.2081       -0.21098      -0.01915    0.64385    0.663     -0.31821     1275     1282
0.00287      -0.20971       -0.21258      -0.01915    0.64919    0.66835     -0.31807     1275     1282
0.00287      -0.21032       -0.21319      -0.01915    0.65026    0.66941     -0.31847     1275     1282
0.00287      -0.21009       -0.21296      -0.01915    0.6485    0.66766     -0.31897     1275     1282
0.00287      -0.20917       -0.21205      -0.01915    0.64644    0.6656     -0.31858     1275     1282
0.00287      -0.20971       -0.21258      -0.01915    0.64614    0.66529     -0.31953     1275     1282
0.00287      -0.20986       -0.21273      -0.01915    0.64621    0.66537     -0.31972     1275     1282
0.00287      -0.20978       -0.21266      -0.01915    0.64568    0.66484     -0.31986     1275     1282
0.00287      -0.2107       -0.21357      -0.01915    0.64805    0.6672     -0.3201     1275     1282
0.00287      -0.2107       -0.21357      -0.01915    0.6485    0.66766     -0.31988     1275     1282
0.00287      -0.21123       -0.21411      -0.01915    0.64751    0.66667     -0.32116     1275     1282
0.00287      -0.21085       -0.21372      -0.01915    0.64751    0.66667     -0.32059     1275     1282
0.00287      -0.21238       -0.21525      -0.01915    0.65056    0.66972     -0.3214     1275     1282
0.00287      -0.21116       -0.21403      -0.01915    0.64766    0.66682     -0.32097     1275     1282
0.00287      -0.21207       -0.21495      -0.01915    0.6514    0.67056     -0.32055     1275     1282
0.00287      -0.21032       -0.21319      -0.01915    0.6453    0.66445     -0.32085     1275     1282
0.00287      -0.21131       -0.21418      -0.01915    0.64507    0.66422     -0.32246     1275     1282
0.00287      -0.21238       -0.21525      -0.01915    0.64797    0.66712     -0.32265     1275     1282
0.00287      -0.21192       -0.21479      -0.01915    0.64828    0.66743     -0.32182     1275     1282
0.00287      -0.2123       -0.21517      -0.01915    0.64927    0.66842     -0.32191     1275     1282
0.00287      -0.21215       -0.21502      -0.01915    0.6469    0.66606     -0.32283     1275     1282
0.00287      -0.21368       -0.21655      -0.01915    0.65087    0.67002     -0.32319     1275     1282
0.00287      -0.21276       -0.21563      -0.01915    0.64789    0.66705     -0.32326     1275     1282
0.00287      -0.211       -0.21388      -0.01915    0.6424    0.66155     -0.3233     1275     1282
0.00287      -0.21284       -0.21571      -0.01915    0.6485    0.66766     -0.32308     1275     1282
0.00287      -0.21299       -0.21586      -0.01915    0.64728    0.66644     -0.3239     1275     1282
0.00287      -0.21322       -0.21609      -0.01915    0.64858    0.66774     -0.32362     1275     1282
0.00287      -0.21337       -0.21624      -0.01915    0.64835    0.66751     -0.32396     1275     1282
0.00287      -0.21329       -0.21617      -0.01915    0.64957    0.66873     -0.32325     1275     1282
0.00287      -0.21398       -0.21685      -0.01915    0.65102    0.67018     -0.32358     1275     1282
0.00287      -0.21459       -0.21746      -0.01915    0.65278    0.67193     -0.32364     1275     1282
0.00287      -0.2139       -0.21678      -0.01915    0.64965    0.6688     -0.32413     1275     1282
0.00287      -0.21215       -0.21502      -0.01915    0.64286    0.66201     -0.3248     1275     1282
0.00287      -0.21192       -0.21479      -0.01915    0.64301    0.66216     -0.32438     1275     1282
0.00287      -0.21261       -0.21548      -0.01915    0.64492    0.66407     -0.32448     1275     1282
0.00287      -0.2136       -0.21647      -0.01915    0.64797    0.66712     -0.32449     1275     1282
0.00287      -0.21398       -0.21685      -0.01915    0.6495    0.66865     -0.32432     1275     1282
0.00287      -0.21467       -0.21754      -0.01915    0.65041    0.66957     -0.3249     1275     1282
0.00287      -0.21368       -0.21655      -0.01915    0.64744    0.66659     -0.32486     1275     1282
0.00287      -0.21169       -0.21456      -0.01915    0.63996    0.65911     -0.32554     1275     1282
0.00287      -0.21406       -0.21693      -0.01915    0.64713    0.66629     -0.32558     1275     1282
0.00287      -0.21329       -0.21617      -0.01915    0.64476    0.66392     -0.32559     1275     1282
0.00287      -0.21299       -0.21586      -0.01915    0.64362    0.66277     -0.32569     1275     1282
0.00287      -0.21268       -0.21556      -0.01915    0.64278    0.66194     -0.32565     1275     1282
0.00287      -0.21513       -0.218      -0.01915    0.64927    0.66842     -0.32614     1275     1282
0.00287      -0.21474       -0.21762      -0.01915    0.6482    0.66735     -0.32609     1275     1282
0.00287      -0.21276       -0.21563      -0.01915    0.64293    0.66209     -0.32569     1275     1282
0.00287      -0.21497       -0.21785      -0.01915    0.64751    0.66667     -0.32677     1275     1282
0.00287      -0.21497       -0.21785      -0.01915    0.64957    0.66873     -0.32576     1275     1282
0.00287      -0.21459       -0.21746      -0.01915    0.64766    0.66682     -0.32612     1275     1282
0.00287      -0.21497       -0.21785      -0.01915    0.64782    0.66697     -0.32662     1275     1282
0.00287      -0.21505       -0.21792      -0.01915    0.64934    0.6685     -0.32599     1275     1282
0.00287      -0.2136       -0.21647      -0.01915    0.64438    0.66354     -0.32624     1275     1282
0.00287      -0.21436       -0.21724      -0.01915    0.64621    0.66537     -0.32649     1275     1282
0.00287      -0.21436       -0.21724      -0.01915    0.64446    0.66361     -0.32735     1275     1282
0.00287      -0.21604       -0.21891      -0.01915    0.65041    0.66957     -0.32695     1275     1282
0.00287      -0.21482       -0.21769      -0.01915    0.64644    0.6656     -0.32706     1275     1282
0.00287      -0.21429       -0.21716      -0.01915    0.64621    0.66537     -0.32637     1275     1282
0.00287      -0.21558       -0.21846      -0.01915    0.64896    0.66812     -0.32697     1275     1282
0.00287      -0.21413       -0.21701      -0.01915    0.64583    0.66499     -0.32633     1275     1282
0.00287      -0.21352       -0.2164      -0.01915    0.64339    0.66255     -0.32661     1275     1282
0.00287      -0.21505       -0.21792      -0.01915    0.64736    0.66651     -0.32696     1275     1282
0.00287      -0.21513       -0.218      -0.01915    0.64736    0.66651     -0.32707     1275     1282
0.00287      -0.21673       -0.2196      -0.01915    0.65301    0.67216     -0.32671     1275     1282
0.00287      -0.21535       -0.21823      -0.01915    0.6485    0.66766     -0.32685     1275     1282
0.00287      -0.21596       -0.21884      -0.01915    0.65072    0.66987     -0.32669     1275     1282
0.00287      -0.21543       -0.2183      -0.01915    0.64652    0.66567     -0.32794     1275     1282
0.00287      -0.21497       -0.21785      -0.01915    0.64705    0.66621     -0.32699     1275     1282
0.00287      -0.21482       -0.21769      -0.01915    0.64515    0.6643     -0.3277     1275     1282
0.00287      -0.21558       -0.21846      -0.01915    0.64766    0.66682     -0.32761     1275     1282
0.00287      -0.21505       -0.21792      -0.01915    0.64568    0.66484     -0.32778     1275     1282
0.00287      -0.21459       -0.21746      -0.01915    0.64446    0.66361     -0.3277     1275     1282
0.00287      -0.21421       -0.21708      -0.01915    0.64286    0.66201     -0.32791     1275     1282
0.00287      -0.21642       -0.2193      -0.01915    0.64896    0.66812     -0.32823     1275     1282
0.00287      -0.21574       -0.21861      -0.01915    0.64713    0.66629     -0.3281     1275     1282
0.00287      -0.21619       -0.21907      -0.01915    0.6469    0.66606     -0.3289     1275     1282
0.00287      -0.2149       -0.21777      -0.01915    0.64545    0.66461     -0.32767     1275     1282
0.00287      -0.21566       -0.21853      -0.01915    0.64683    0.66598     -0.32814     1275     1282
0.00287      -0.21551       -0.21838      -0.01915    0.64614    0.66529     -0.32825     1275     1282
0.00287      -0.21558       -0.21846      -0.01915    0.64553    0.66468     -0.32866     1275     1282
0.00287      -0.21581       -0.21869      -0.01915    0.6482    0.66735     -0.32769     1275     1282
0.00287      -0.21581       -0.21869      -0.01915    0.64766    0.66682     -0.32795     1275     1282
0.00287      -0.21513       -0.218      -0.01915    0.64553    0.66468     -0.32797     1275     1282
0.00287      -0.21619       -0.21907      -0.01915    0.64789    0.66705     -0.32841     1275     1282
0.00287      -0.21688       -0.21975      -0.01915    0.65011    0.66926     -0.32835     1275     1282
0.00287      -0.21581       -0.21869      -0.01915    0.64629    0.66545     -0.32863     1275     1282
0.00287      -0.21566       -0.21853      -0.01915    0.64782    0.66697     -0.32765     1275     1282
0.00287      -0.21574       -0.21861      -0.01915    0.64667    0.66583     -0.32833     1275     1282
0.00287      -0.21764       -0.22052      -0.01915    0.65209    0.67125     -0.32852     1275     1282
0.00287      -0.21696       -0.21983      -0.01915    0.65095    0.6701     -0.32805     1275     1282
0.00287      -0.21673       -0.2196      -0.01915    0.64858    0.66774     -0.32887     1275     1282
0.00287      -0.21726       -0.22014      -0.01915    0.65072    0.66987     -0.32862     1275     1282
0.00287      -0.21688       -0.21975      -0.01915    0.64744    0.66659     -0.32967     1275     1282
0.00287      -0.21444       -0.21731      -0.01915    0.64263    0.66178     -0.32837     1275     1282
0.00287      -0.21619       -0.21907      -0.01915    0.64858    0.66774     -0.32807     1275     1282
0.00287      -0.21726       -0.22014      -0.01915    0.65034    0.66949     -0.32881     1275     1282
0.00287      -0.21505       -0.21792      -0.01915    0.64179    0.66094     -0.32971     1275     1282
0.00287      -0.21795       -0.22082      -0.01915    0.65079    0.66995     -0.32961     1275     1282
0.00287      -0.21581       -0.21869      -0.01915    0.64637    0.66552     -0.32859     1275     1282
0.00287      -0.21612       -0.21899      -0.01915    0.64728    0.66644     -0.3286     1275     1282
0.00287      -0.21619       -0.21907      -0.01915    0.64667    0.66583     -0.32901     1275     1282
0.00287      -0.21604       -0.21891      -0.01915    0.64675    0.6659     -0.32875     1275     1282
0.00287      -0.21635       -0.21922      -0.01915    0.64629    0.66545     -0.32943     1275     1282
0.00287      -0.21635       -0.21922      -0.01915    0.64797    0.66712     -0.3286     1275     1282
0.00287      -0.21612       -0.21899      -0.01915    0.64866    0.66781     -0.32792     1275     1282
0.00287      -0.21764       -0.22052      -0.01915    0.65148    0.67063     -0.32882     1275     1282
0.00287      -0.21818       -0.22105      -0.01915    0.65209    0.67125     -0.32931     1275     1282
0.00287      -0.21726       -0.22014      -0.01915    0.65018    0.66934     -0.32888     1275     1282
0.00287      -0.21757       -0.22044      -0.01915    0.64942    0.66857     -0.32972     1275     1282
