    Temperature [K]           Resistivity [Ohm m]
-------------------------------------------------------
300		1.725e-8
350		2.063e-8
400		2.402e-8
500		3.090e-8
600		3.792e-8
700		4.514e-8
800		5.262e-8
900		6.041e-8
1000		6.898e-8
1100		7.717e-8
1200		8.626e-8
1300		9.592e-8
1357		10.171e-8
